1,1,480.84,563.38,10.080000000000041,22.049999999999955,1,2,1.0
1,2,430.63,1133.81,65.92000000000002,146.19000000000005,1,1,1.0
2,1,480.77,563.43,10.090000000000032,22.050000000000068,1,2,1.0
2,2,431.23,1132.31,65.60999999999996,146.28999999999996,1,1,1.0
3,1,480.71,563.48,10.080000000000041,22.039999999999964,1,2,1.0
3,2,431.82,1130.81,65.32,146.3900000000001,1,1,1.0
4,1,480.65,563.53,10.080000000000041,22.040000000000077,1,2,1.0
4,2,432.42,1129.32,65.00999999999999,146.48000000000002,1,1,1.0
5,1,480.58,563.57,10.080000000000041,22.049999999999955,1,2,1.0
5,2,433.02,1127.82,64.71000000000004,146.58000000000015,1,1,1.0
6,1,480.52,563.62,10.080000000000041,22.049999999999955,1,2,1.0
6,2,433.62,1126.32,64.39999999999998,146.68000000000006,1,1,1.0
7,1,480.45,563.67,10.079999999999984,22.050000000000068,1,2,1.0
7,2,434.22,1124.82,64.09999999999997,146.77999999999997,1,1,1.0
8,1,480.39,563.72,10.080000000000041,22.049999999999955,1,2,1.0
8,2,434.82,1123.32,63.79000000000002,146.8800000000001,1,1,1.0
9,1,480.32,563.77,10.090000000000032,22.039999999999964,1,2,1.0
9,2,435.42,1121.82,63.49000000000001,146.98000000000002,1,1,1.0
10,1,480.26,563.82,10.079999999999984,22.039999999999964,1,2,1.0
10,2,436.02,1120.33,63.18000000000001,147.07000000000016,1,1,1.0
11,1,480.19,563.86,10.089999999999975,22.049999999999955,1,2,1.0
11,2,436.62,1118.83,62.879999999999995,147.17000000000007,1,1,1.0
12,1,480.11,563.74,10.089999999999975,22.039999999999964,1,2,1.0
12,2,436.48,1116.75,62.879999999999995,147.17000000000007,1,1,1.0
13,1,480.03,563.61,10.090000000000032,22.039999999999964,1,2,1.0
13,2,436.34,1114.67,62.88000000000005,147.16999999999985,1,1,1.0
14,1,479.95,563.48,10.079999999999984,22.039999999999964,1,2,1.0
14,2,436.2,1112.59,62.879999999999995,147.17000000000007,1,1,1.0
